id,topic_id,question_text,image,question_type
3032,39,What is 00000010 + 10111101 in binary (give your answer in 8-bits)?,,short_answer
3033,39,What is 00000010 + 10111110 in binary (give your answer in 8-bits)?,,short_answer
3034,39,What is 00000010 + 10111111 in binary (give your answer in 8-bits)?,,short_answer
3035,39,What is 00000010 + 11000000 in binary (give your answer in 8-bits)?,,short_answer
3036,39,What is 00000010 + 11000001 in binary (give your answer in 8-bits)?,,short_answer
3037,39,What is 00000010 + 11000010 in binary (give your answer in 8-bits)?,,short_answer
3038,39,What is 00000010 + 11000011 in binary (give your answer in 8-bits)?,,short_answer
3039,39,What is 00000010 + 11000100 in binary (give your answer in 8-bits)?,,short_answer
3040,39,What is 00000010 + 11000101 in binary (give your answer in 8-bits)?,,short_answer
3041,39,What is 00000010 + 11000110 in binary (give your answer in 8-bits)?,,short_answer
3042,39,What is 00000010 + 11000111 in binary (give your answer in 8-bits)?,,short_answer
3043,39,What is 00000010 + 11001000 in binary (give your answer in 8-bits)?,,short_answer
3044,39,What is 00000010 + 11001001 in binary (give your answer in 8-bits)?,,short_answer
3045,39,What is 00000010 + 11001010 in binary (give your answer in 8-bits)?,,short_answer
3046,39,What is 00000010 + 11001011 in binary (give your answer in 8-bits)?,,short_answer
3047,39,What is 00000010 + 11001100 in binary (give your answer in 8-bits)?,,short_answer
3048,39,What is 00000010 + 11001101 in binary (give your answer in 8-bits)?,,short_answer
3049,39,What is 00000010 + 11001110 in binary (give your answer in 8-bits)?,,short_answer
3050,39,What is 00000010 + 11001111 in binary (give your answer in 8-bits)?,,short_answer
3051,39,What is 00000010 + 11010000 in binary (give your answer in 8-bits)?,,short_answer
3052,39,What is 00000010 + 11010001 in binary (give your answer in 8-bits)?,,short_answer
3053,39,What is 00000010 + 11010010 in binary (give your answer in 8-bits)?,,short_answer
3054,39,What is 00000010 + 11010011 in binary (give your answer in 8-bits)?,,short_answer
3055,39,What is 00000010 + 11010100 in binary (give your answer in 8-bits)?,,short_answer
3056,39,What is 00000010 + 11010101 in binary (give your answer in 8-bits)?,,short_answer
3057,39,What is 00000010 + 11010110 in binary (give your answer in 8-bits)?,,short_answer
3058,39,What is 00000010 + 11010111 in binary (give your answer in 8-bits)?,,short_answer
3059,39,What is 00000010 + 11011000 in binary (give your answer in 8-bits)?,,short_answer
3060,39,What is 00000010 + 11011001 in binary (give your answer in 8-bits)?,,short_answer
3061,39,What is 00000010 + 11011010 in binary (give your answer in 8-bits)?,,short_answer
3062,39,What is 00000010 + 11011011 in binary (give your answer in 8-bits)?,,short_answer
3063,39,What is 00000010 + 11011100 in binary (give your answer in 8-bits)?,,short_answer
3064,39,What is 00000010 + 11011101 in binary (give your answer in 8-bits)?,,short_answer
3065,39,What is 00000010 + 11011110 in binary (give your answer in 8-bits)?,,short_answer
3066,39,What is 00000010 + 11011111 in binary (give your answer in 8-bits)?,,short_answer
3067,39,What is 00000010 + 11100000 in binary (give your answer in 8-bits)?,,short_answer
3068,39,What is 00000010 + 11100001 in binary (give your answer in 8-bits)?,,short_answer
3069,39,What is 00000010 + 11100010 in binary (give your answer in 8-bits)?,,short_answer
3070,39,What is 00000010 + 11100011 in binary (give your answer in 8-bits)?,,short_answer
3071,39,What is 00000010 + 11100100 in binary (give your answer in 8-bits)?,,short_answer
3072,39,What is 00000010 + 11100101 in binary (give your answer in 8-bits)?,,short_answer
3073,39,What is 00000010 + 11100110 in binary (give your answer in 8-bits)?,,short_answer
3074,39,What is 00000010 + 11100111 in binary (give your answer in 8-bits)?,,short_answer
3075,39,What is 00000010 + 11101000 in binary (give your answer in 8-bits)?,,short_answer
3076,39,What is 00000010 + 11101001 in binary (give your answer in 8-bits)?,,short_answer
3077,39,What is 00000010 + 11101010 in binary (give your answer in 8-bits)?,,short_answer
3078,39,What is 00000010 + 11101011 in binary (give your answer in 8-bits)?,,short_answer
3079,39,What is 00000010 + 11101100 in binary (give your answer in 8-bits)?,,short_answer
3080,39,What is 00000010 + 11101101 in binary (give your answer in 8-bits)?,,short_answer
3081,39,What is 00000010 + 11101110 in binary (give your answer in 8-bits)?,,short_answer
3082,39,What is 00000010 + 11101111 in binary (give your answer in 8-bits)?,,short_answer
3083,39,What is 00000010 + 11110000 in binary (give your answer in 8-bits)?,,short_answer
3084,39,What is 00000010 + 11110001 in binary (give your answer in 8-bits)?,,short_answer
3085,39,What is 00000010 + 11110010 in binary (give your answer in 8-bits)?,,short_answer
3086,39,What is 00000010 + 11110011 in binary (give your answer in 8-bits)?,,short_answer
3087,39,What is 00000010 + 11110100 in binary (give your answer in 8-bits)?,,short_answer
3088,39,What is 00000010 + 11110101 in binary (give your answer in 8-bits)?,,short_answer
3089,39,What is 00000010 + 11110110 in binary (give your answer in 8-bits)?,,short_answer
3090,39,What is 00000010 + 11110111 in binary (give your answer in 8-bits)?,,short_answer
3091,39,What is 00000010 + 11111000 in binary (give your answer in 8-bits)?,,short_answer
3092,39,What is 00000010 + 11111001 in binary (give your answer in 8-bits)?,,short_answer
3093,39,What is 00000010 + 11111010 in binary (give your answer in 8-bits)?,,short_answer
3094,39,What is 00000010 + 11111011 in binary (give your answer in 8-bits)?,,short_answer
3095,39,What is 00000010 + 11111100 in binary (give your answer in 8-bits)?,,short_answer
3096,39,What is 00000010 + 11111101 in binary (give your answer in 8-bits)?,,short_answer
3097,39,What is 00000011 + 00000011 in binary (give your answer in 8-bits)?,,short_answer
3098,39,What is 00000011 + 00000100 in binary (give your answer in 8-bits)?,,short_answer
3099,39,What is 00000011 + 00000101 in binary (give your answer in 8-bits)?,,short_answer
3100,39,What is 00000011 + 00000110 in binary (give your answer in 8-bits)?,,short_answer
3101,39,What is 00000011 + 00000111 in binary (give your answer in 8-bits)?,,short_answer
3102,39,What is 00000011 + 00001000 in binary (give your answer in 8-bits)?,,short_answer
3103,39,What is 00000011 + 00001001 in binary (give your answer in 8-bits)?,,short_answer
3104,39,What is 00000011 + 00001010 in binary (give your answer in 8-bits)?,,short_answer
3105,39,What is 00000011 + 00001011 in binary (give your answer in 8-bits)?,,short_answer
3106,39,What is 00000011 + 00001100 in binary (give your answer in 8-bits)?,,short_answer
3107,39,What is 00000011 + 00001101 in binary (give your answer in 8-bits)?,,short_answer
3108,39,What is 00000011 + 00001110 in binary (give your answer in 8-bits)?,,short_answer
3109,39,What is 00000011 + 00001111 in binary (give your answer in 8-bits)?,,short_answer
3110,39,What is 00000011 + 00010000 in binary (give your answer in 8-bits)?,,short_answer
3111,39,What is 00000011 + 00010001 in binary (give your answer in 8-bits)?,,short_answer
3112,39,What is 00000011 + 00010010 in binary (give your answer in 8-bits)?,,short_answer
3113,39,What is 00000011 + 00010011 in binary (give your answer in 8-bits)?,,short_answer
3114,39,What is 00000011 + 00010100 in binary (give your answer in 8-bits)?,,short_answer
3115,39,What is 00000011 + 00010101 in binary (give your answer in 8-bits)?,,short_answer
3116,39,What is 00000011 + 00010110 in binary (give your answer in 8-bits)?,,short_answer
3117,39,What is 00000011 + 00010111 in binary (give your answer in 8-bits)?,,short_answer
3118,39,What is 00000011 + 00011000 in binary (give your answer in 8-bits)?,,short_answer
3119,39,What is 00000011 + 00011001 in binary (give your answer in 8-bits)?,,short_answer
3120,39,What is 00000011 + 00011010 in binary (give your answer in 8-bits)?,,short_answer
3121,39,What is 00000011 + 00011011 in binary (give your answer in 8-bits)?,,short_answer
3122,39,What is 00000011 + 00011100 in binary (give your answer in 8-bits)?,,short_answer
3123,39,What is 00000011 + 00011101 in binary (give your answer in 8-bits)?,,short_answer
3124,39,What is 00000011 + 00011110 in binary (give your answer in 8-bits)?,,short_answer
3125,39,What is 00000011 + 00011111 in binary (give your answer in 8-bits)?,,short_answer
3126,39,What is 00000011 + 00100000 in binary (give your answer in 8-bits)?,,short_answer
3127,39,What is 00000011 + 00100001 in binary (give your answer in 8-bits)?,,short_answer
3128,39,What is 00000011 + 00100010 in binary (give your answer in 8-bits)?,,short_answer
3129,39,What is 00000011 + 00100011 in binary (give your answer in 8-bits)?,,short_answer
3130,39,What is 00000011 + 00100100 in binary (give your answer in 8-bits)?,,short_answer
3131,39,What is 00000011 + 00100101 in binary (give your answer in 8-bits)?,,short_answer
3132,39,What is 00000011 + 00100110 in binary (give your answer in 8-bits)?,,short_answer
3133,39,What is 00000011 + 00100111 in binary (give your answer in 8-bits)?,,short_answer
3134,39,What is 00000011 + 00101000 in binary (give your answer in 8-bits)?,,short_answer
3135,39,What is 00000011 + 00101001 in binary (give your answer in 8-bits)?,,short_answer
3136,39,What is 00000011 + 00101010 in binary (give your answer in 8-bits)?,,short_answer
3137,39,What is 00000011 + 00101011 in binary (give your answer in 8-bits)?,,short_answer
3138,39,What is 00000011 + 00101100 in binary (give your answer in 8-bits)?,,short_answer
3139,39,What is 00000011 + 00101101 in binary (give your answer in 8-bits)?,,short_answer
3140,39,What is 00000011 + 00101110 in binary (give your answer in 8-bits)?,,short_answer
3141,39,What is 00000011 + 00101111 in binary (give your answer in 8-bits)?,,short_answer
3142,39,What is 00000011 + 00110000 in binary (give your answer in 8-bits)?,,short_answer
3143,39,What is 00000011 + 00110001 in binary (give your answer in 8-bits)?,,short_answer
3144,39,What is 00000011 + 00110010 in binary (give your answer in 8-bits)?,,short_answer
3145,39,What is 00000011 + 00110011 in binary (give your answer in 8-bits)?,,short_answer
3146,39,What is 00000011 + 00110100 in binary (give your answer in 8-bits)?,,short_answer
3147,39,What is 00000011 + 00110101 in binary (give your answer in 8-bits)?,,short_answer
3148,39,What is 00000011 + 00110110 in binary (give your answer in 8-bits)?,,short_answer
3149,39,What is 00000011 + 00110111 in binary (give your answer in 8-bits)?,,short_answer
3150,39,What is 00000011 + 00111000 in binary (give your answer in 8-bits)?,,short_answer
3151,39,What is 00000011 + 00111001 in binary (give your answer in 8-bits)?,,short_answer
3152,39,What is 00000011 + 00111010 in binary (give your answer in 8-bits)?,,short_answer
3153,39,What is 00000011 + 00111011 in binary (give your answer in 8-bits)?,,short_answer
3154,39,What is 00000011 + 00111100 in binary (give your answer in 8-bits)?,,short_answer
3155,39,What is 00000011 + 00111101 in binary (give your answer in 8-bits)?,,short_answer
3156,39,What is 00000011 + 00111110 in binary (give your answer in 8-bits)?,,short_answer
3157,39,What is 00000011 + 00111111 in binary (give your answer in 8-bits)?,,short_answer
3158,39,What is 00000011 + 01000000 in binary (give your answer in 8-bits)?,,short_answer
3159,39,What is 00000011 + 01000001 in binary (give your answer in 8-bits)?,,short_answer
3160,39,What is 00000011 + 01000010 in binary (give your answer in 8-bits)?,,short_answer
3161,39,What is 00000011 + 01000011 in binary (give your answer in 8-bits)?,,short_answer
3162,39,What is 00000011 + 01000100 in binary (give your answer in 8-bits)?,,short_answer
3163,39,What is 00000011 + 01000101 in binary (give your answer in 8-bits)?,,short_answer
3164,39,What is 00000011 + 01000110 in binary (give your answer in 8-bits)?,,short_answer
3165,39,What is 00000011 + 01000111 in binary (give your answer in 8-bits)?,,short_answer
3166,39,What is 00000011 + 01001000 in binary (give your answer in 8-bits)?,,short_answer
3167,39,What is 00000011 + 01001001 in binary (give your answer in 8-bits)?,,short_answer
3168,39,What is 00000011 + 01001010 in binary (give your answer in 8-bits)?,,short_answer
3169,39,What is 00000011 + 01001011 in binary (give your answer in 8-bits)?,,short_answer
3170,39,What is 00000011 + 01001100 in binary (give your answer in 8-bits)?,,short_answer
3171,39,What is 00000011 + 01001101 in binary (give your answer in 8-bits)?,,short_answer
3172,39,What is 00000011 + 01001110 in binary (give your answer in 8-bits)?,,short_answer
3173,39,What is 00000011 + 01001111 in binary (give your answer in 8-bits)?,,short_answer
3174,39,What is 00000011 + 01010000 in binary (give your answer in 8-bits)?,,short_answer
3175,39,What is 00000011 + 01010001 in binary (give your answer in 8-bits)?,,short_answer
3176,39,What is 00000011 + 01010010 in binary (give your answer in 8-bits)?,,short_answer
3177,39,What is 00000011 + 01010011 in binary (give your answer in 8-bits)?,,short_answer
3178,39,What is 00000011 + 01010100 in binary (give your answer in 8-bits)?,,short_answer
3179,39,What is 00000011 + 01010101 in binary (give your answer in 8-bits)?,,short_answer
3180,39,What is 00000011 + 01010110 in binary (give your answer in 8-bits)?,,short_answer
3181,39,What is 00000011 + 01010111 in binary (give your answer in 8-bits)?,,short_answer
3182,39,What is 00000011 + 01011000 in binary (give your answer in 8-bits)?,,short_answer
3183,39,What is 00000011 + 01011001 in binary (give your answer in 8-bits)?,,short_answer
3184,39,What is 00000011 + 01011010 in binary (give your answer in 8-bits)?,,short_answer
3185,39,What is 00000011 + 01011011 in binary (give your answer in 8-bits)?,,short_answer
